Site,Latitude,Date,Year,Month,Day,Month_Day,Dateordinal,DayofYear,Total_Count_Site,Simpsons,Shannon,Richness,std_Simpsons,std_Shannon,std_Richness
Breakwater,36.610451,2024-10-17,2024,Oct,17,Oct-17,739176,291,456,0.580007711586659,1.274582127058358,15,-0.2399765471581427,-0.16280529242730116,1.4009927702142506
Broomtail Reef,32.694233,2007-10-14,2007,Oct,14,Oct-14,732963,287,445,0.6545196882275535,1.405667612835303,11,0.2432142519835581,0.1935373225299356,-0.10707468892842342
Broomtail Reef,32.694233,2008-06-14,2008,Jun,14,Jun-14,733207,166,470,0.6168761057932224,1.3406208910246837,10,-0.0008945946608110238,0.01671439810767568,-0.4840915537140919
Broomtail Reef,32.694233,2008-10-18,2008,Oct,18,Oct-18,733333,292,484,0.5069640504423113,1.1021373076740648,8,-0.7136457019930783,-0.6315790663582285,-1.2381252832854288
Broomtail Reef,32.694233,2009-06-28,2009,Jun,28,Jun-28,733586,179,527,0.6278309680305336,1.5302057515282614,17,0.07014483923374674,0.5320816376440426,2.1550264997855875
Broomtail Reef,32.694233,2009-10-11,2009,Oct,11,Oct-11,733691,284,520,0.6377649325626205,1.449490480352842,11,0.1345640168920933,0.31266534889813685,-0.10707468892842342
Broomtail Reef,32.694233,2010-10-17,2010,Oct,17,Oct-17,734062,290,464,0.5275750353764802,1.1809544565695476,12,-0.5799888225167016,-0.417322630762596,0.26994217585724506
Broomtail Reef,32.694233,2011-09-18,2011,Sep,18,Sep-18,734398,261,442,0.5994705574537507,1.340736930302922,11,-0.1137650510732244,0.01702983913152419,-0.10707468892842342
Broomtail Reef,32.694233,2012-10-06,2012,Oct,6,Oct-06,734782,280,403,0.4753651099342,1.1031840208193384,11,-0.9185566170494591,-0.6287336826981977,-0.10707468892842342
Broomtail Reef,32.694233,2013-10-12,2013,Oct,12,Oct-12,735153,285,598,0.7872976924757566,1.8878492920806187,12,1.1042450939155923,1.504299375615808,0.26994217585724506
Broomtail Reef,32.694233,2014-10-11,2014,Oct,11,Oct-11,735517,284,475,0.4960248723073507,1.0660770253108434,10,-0.7845834285609716,-0.7296052912850055,-0.4840915537140919
Broomtail Reef,32.694233,2015-10-10,2015,Oct,10,Oct-10,735881,283,368,0.6387276389053429,1.3705824835974667,9,0.1408069172693132,0.09816195259769823,-0.8611084184997604
Broomtail Reef,32.694233,2017-10-07,2017,Oct,7,Oct-07,736609,280,433,0.7314814814814814,1.5462526345150134,11,0.7422914750314069,0.5757034635961701,-0.10707468892842342
Broomtail Reef,32.694233,2018-11-03,2018,Nov,3,Nov-03,737001,307,574,0.7124979477169491,1.5323585747334063,11,0.6191881933344939,0.5379338694599074,-0.10707468892842342
Broomtail Reef,32.694233,2019-09-21,2019,Sep,21,Sep-21,737323,264,851,0.6603469966129812,1.3795324088416308,12,0.28100283205532384,0.1224914178033581,0.26994217585724506
Broomtail Reef,32.694233,2020-08-15,2020,Aug,15,Aug-15,737652,228,670,0.6299622961426053,1.2531036365011163,13,0.08396594800218471,-0.22119239337244564,0.6469590406429135
Broomtail Reef,32.694233,2021-09-19,2021,Sep,19,Sep-19,738052,262,877,0.7214455673398832,1.5507025483096224,12,0.6772111806571611,0.5878001034988017,0.26994217585724506
Broomtail Reef,32.694233,2022-09-18,2022,Sep,18,Sep-18,738416,261,848,0.6764301307611771,1.4488147353560756,12,0.38529777619863675,0.31082840457310534,0.26994217585724506
Broomtail Reef,32.694233,2023-09-30,2023,Sep,30,Sep-30,738793,273,880,0.7256412245320095,1.6521866420671543,14,0.704418926887792,0.8636743326843229,1.023975905428582
Broomtail Reef,32.694233,2024-10-20,2024,Oct,20,Oct-20,739179,294,694,0.7030411151448616,1.5161138504507,11,0.5578630924063785,0.49377423198479486,-0.10707468892842342
Bushings,33.31786,2017-10-28,2017,Oct,28,Oct-28,736630,301,270,0.7926201294231034,1.8024732017561889,11,1.1387597139526395,1.2722131221247042,-0.10707468892842342
Bushings,33.31786,2018-10-20,2018,Oct,20,Oct-20,736987,293,250,0.8293012048192772,1.9851224762073811,13,1.376626952658084,1.7687266735084912,0.6469590406429135
Bushings,33.31786,2019-11-23,2019,Nov,23,Nov-23,737386,327,240,0.8223849372384937,1.9422121834229373,12,1.3317767552791775,1.652079389114183,0.26994217585724506
Bushings,33.31786,2021-11-06,2021,Nov,6,Nov-06,738100,310,271,0.8476151428180949,2.01811775959993,10,1.4953880798756332,1.858421009198429,-0.4840915537140919
Bushings,33.31786,2022-11-05,2022,Nov,5,Nov-05,738464,309,396,0.8387290627796957,2.1545987375408493,14,1.4377641607614713,2.2294307230743327,1.023975905428582
Bushings,33.31786,2024-08-01,2024,Aug,1,Aug-01,739099,214,211,0.8268562401263824,1.978959474961282,11,1.3607719921927794,1.7519731788938653,-0.10707468892842342
Carmel River,36.539082,2007-06-16,2007,Jun,16,Jun-16,732843,167,304,0.31222859128018066,0.7021529054960339,9,-1.9764545332130252,-1.7188961477989464,-0.8611084184997604
Carmel River,36.539082,2008-06-21,2008,Jun,21,Jun-21,733214,173,363,0.33712311462185895,0.7578846659639208,8,-1.8150200206689642,-1.5673950022404652,-1.2381252832854288
Carmel River,36.539082,2009-08-01,2009,Aug,1,Aug-01,733620,213,425,0.5216648168701443,1.203941513525304,12,-0.618315053170086,-0.3548346448712866,0.26994217585724506
Carmel River,36.539082,2010-06-05,2010,Jun,5,Jun-05,733928,156,460,0.5123993558776168,1.1418361344268677,13,-0.6783991591517616,-0.523661827069818,0.6469590406429135
Carmel River,36.539082,2011-08-06,2011,Aug,6,Aug-06,734355,218,415,0.508375531109947,1.216707388000168,15,-0.7044926167775981,-0.3201319082133968,1.4009927702142506
Carmel River,36.539082,2012-10-13,2012,Oct,13,Oct-13,734789,287,423,0.6368973591924081,1.3819763633668034,15,0.12893802911180266,0.12913506062296431,1.4009927702142506
Carmel River,36.539082,2013-08-17,2013,Aug,17,Aug-17,735097,229,510,0.6557802688855503,1.4859461809152055,16,0.2513887898629594,0.411766478145929,1.778009634999919
Carmel River,36.539082,2014-08-23,2014,Aug,23,Aug-23,735468,235,773,0.7160983718638774,1.5320068770065172,13,0.642536007997735,0.536977814814106,0.6469590406429135
Carmel River,36.539082,2015-08-22,2015,Aug,22,Aug-22,735832,234,887,0.7835272979913015,1.8113959645067914,15,1.079795065797247,1.2964687488430051,1.4009927702142506
Carmel River,36.539082,2017-11-05,2017,Nov,5,Nov-05,736638,309,883,0.7272029234494854,1.5418145000886445,13,0.7145461384042796,0.5636388447129239,0.6469590406429135
Carmel River,36.539082,2018-08-11,2018,Aug,11,Aug-11,736917,223,720,0.7300146808839437,1.5373586649610185,10,0.7327796544509182,0.5515261082662789,-0.4840915537140919
Carmel River,36.539082,2019-08-03,2019,Aug,3,Aug-03,737274,215,1147,0.7238489967758672,1.6565394855389832,13,0.6927967957784817,0.8755070967470844,0.6469590406429135
Carmel River,36.539082,2020-07-17,2020,Jul,17,Jul-17,737623,199,1221,0.7268296612558908,1.5525595277796223,15,0.712125630108256,0.5928481140877668,1.4009927702142506
Carmel River,36.539082,2021-07-27,2021,Jul,27,Jul-27,737998,208,1518,0.721356466849574,1.6245662915238754,17,0.676633387139162,0.7885912074985554,2.1550264997855875
Carmel River,36.539082,2022-10-08,2022,Oct,8,Oct-08,738436,281,856,0.7730092364868557,1.688592887866165,15,1.0115881711090524,0.9626410241673935,1.4009927702142506
Carmel River,36.539082,2023-09-03,2023,Sep,3,Sep-03,738766,246,1606,0.7301777213952352,1.5930084790943857,17,0.7338369297842926,0.7028044910150117,2.1550264997855875
Carmel River,36.539082,2024-08-03,2024,Aug,3,Aug-03,739101,216,1412,0.7083979979240408,1.513767349712688,14,0.5926010847086715,0.48739550741413523,1.023975905428582
Casino Point,33.349167,2006-05-13,2006,May,13,May-13,732444,133,191,0.7556351612014329,1.4961435941716297,6,0.8989218092707317,0.4394871131503033,-1.9921590128567659
Casino Point,33.349167,2007-05-31,2007,May,31,May-31,732827,151,249,0.7780152869542687,1.779170256017925,11,1.0440511070683356,1.2088664245756762,-0.10707468892842342
Casino Point,33.349167,2007-11-10,2007,Nov,10,Nov-10,732990,314,180,0.7734947237740534,1.7576517705521335,11,1.014736429964199,1.1503706015228692,-0.10707468892842342
Casino Point,33.349167,2008-06-07,2008,Jun,7,Jun-07,733200,159,204,0.7583309185743263,1.6008136568898013,7,0.9164030950723167,0.724022076236897,-1.6151421480710975
Casino Point,33.349167,2008-11-01,2008,Nov,1,Nov-01,733347,306,146,0.717430325932924,1.5711979184568239,9,0.6511733838942894,0.6435146911931074,-0.8611084184997604
Casino Point,33.349167,2009-11-07,2009,Nov,7,Nov-07,733718,311,103,0.776508661717114,1.814803673039402,11,1.0342810340523378,1.3057322593096696,-0.10707468892842342
Casino Point,33.349167,2010-06-26,2010,Jun,26,Jun-26,733949,177,161,0.7886645962732919,1.8291339150715364,13,1.1131091097162198,1.3446875707114987,0.6469590406429135
Casino Point,33.349167,2010-11-06,2010,Nov,6,Nov-06,734082,310,208,0.8012820512820513,1.8693765903964912,12,1.1949300255429367,1.4540832072548966,0.26994217585724506
Casino Point,33.349167,2011-07-15,2011,Jul,15,Jul-15,734333,196,173,0.8023255813953488,1.774573934362582,10,1.2016970470622117,1.1963717897338257,-0.4840915537140919
Casino Point,33.349167,2011-10-21,2011,Oct,21,Oct-21,734431,294,164,0.7673948825377824,1.726848705784027,10,0.9751805451995793,1.06663559010565,-0.4840915537140919
Casino Point,33.349167,2012-06-16,2012,Jun,16,Jun-16,734670,168,153,0.8038355693154455,1.8045249557898817,10,1.2114889262029593,1.277790607635642,-0.4840915537140919
Casino Point,33.349167,2012-10-27,2012,Oct,27,Oct-27,734803,301,102,0.8377014172005436,1.972479852855377,11,1.4311001463169473,1.73435898254354,-0.10707468892842342
Casino Point,33.349167,2013-07-13,2013,Jul,13,Jul-13,735062,194,108,0.8044305988231222,1.9533117481868445,12,1.215347537882432,1.68225243160943,0.26994217585724506
Casino Point,33.349167,2013-11-16,2013,Nov,16,Nov-16,735188,320,137,0.8035637612709318,1.9751054326306643,16,1.2097263216907381,1.741496355208098,1.778009634999919
Casino Point,33.349167,2014-07-19,2014,Jul,19,Jul-19,735433,200,162,0.7741737596810061,1.7919627597412433,12,1.0191398013055295,1.2436415501481153,0.26994217585724506
Casino Point,33.349167,2015-02-15,2015,Feb,15,Feb-15,735644,46,158,0.7344997178102073,1.7121793664429226,11,0.7618639530332207,1.0267584770177907,-0.10707468892842342
Casino Point,33.349167,2015-05-02,2015,May,2,May-02,735720,122,181,0.6358502148557397,1.461610107486609,11,0.12214757029348397,0.3456113276200072,-0.10707468892842342
Casino Point,33.349167,2015-07-18,2015,Jul,18,Jul-18,735797,199,211,0.37576167907921465,0.9471707021052416,11,-1.5644589742506727,-1.0528400864638832,-0.10707468892842342
Casino Point,33.349167,2015-10-03,2015,Oct,3,Oct-03,735874,276,95,0.5782754759238522,1.2892778120344428,8,-0.2512096451371056,-0.12285656139939298,-1.2381252832854288
Casino Point,33.349167,2016-07-09,2016,Jul,9,Jul-09,736154,191,125,0.6068387096774194,1.3225948670904308,10,-0.06598449925253597,-0.03228752203582166,-0.4840915537140919
Casino Point,33.349167,2016-11-12,2016,Nov,12,Nov-12,736280,317,217,0.33806963645673327,0.8573398019624212,10,-1.8088820726179795,-1.2970362892023328,-0.4840915537140919
Casino Point,33.349167,2017-07-22,2017,Jul,22,Jul-22,736532,203,203,0.6965322147978344,1.6221685543255788,13,0.515654565643345,0.7820732018005399,0.6469590406429135
Casino Point,33.349167,2017-11-11,2017,Nov,11,Nov-11,736644,315,143,0.40017728750123116,0.9587674753478308,10,-1.406130100466774,-1.0213154330834007,-0.4840915537140919
Casino Point,33.349167,2018-07-14,2018,Jul,14,Jul-14,736889,195,202,0.637209989655682,1.4124578027627828,10,0.130965356397903,0.21199576604466383,-0.4840915537140919
Casino Point,33.349167,2018-10-31,2018,Oct,31,Oct-31,736998,304,225,0.533611111111111,1.019426213974369,8,-0.5408464404543878,-0.8564207964722297,-1.2381252832854288
Casino Point,33.349167,2019-06-22,2019,Jun,22,Jun-22,737232,173,132,0.7086513994910941,1.513103290904935,10,0.594244327999322,0.48559033081019926,-0.4840915537140919
Casino Point,33.349167,2019-10-06,2019,Oct,6,Oct-06,737338,279,287,0.25584171925635335,0.6313161418847866,8,-2.342108740530627,-1.911458714361743,-1.2381252832854288
Casino Point,33.349167,2020-11-11,2020,Nov,11,Nov-11,737740,316,148,0.633480419194705,1.330110012915742,9,0.10678006145961638,-0.011858359346268483,-0.8611084184997604
Casino Point,33.349167,2021-07-25,2021,Jul,25,Jul-25,737996,206,244,0.7428995479997301,1.59941676684118,11,0.8163346682779774,0.7202247721358126,-0.10707468892842342
Casino Point,33.349167,2021-11-20,2021,Nov,20,Nov-20,738114,324,211,0.7266531257052584,1.4598307923315388,8,0.7109808429527888,0.3407744396042762,-1.2381252832854288
Casino Point,33.349167,2022-07-17,2022,Jul,17,Jul-17,738353,198,217,0.7596432838368322,1.6729760585403908,9,0.9249134426505609,0.920188255530929,-0.8611084184997604
Casino Point,33.349167,2022-11-19,2022,Nov,19,Nov-19,738478,323,122,0.628099173553719,1.3587687485395017,8,0.07188408233162812,0.06604751049897098,-1.2381252832854288
Casino Point,33.349167,2023-07-29,2023,Jul,29,Jul-29,738730,210,227,0.7034423609216015,1.4798841453250202,9,0.5604650669647718,0.3952874484397251,-0.8611084184997604
Casino Point,33.349167,2023-11-18,2023,Nov,18,Nov-18,738842,322,228,0.7038024576860653,1.420748867676632,9,0.5628002008752325,0.2345341861807309,-0.8611084184997604
Casino Point,33.349167,2024-07-13,2024,Jul,13,Jul-13,739080,195,262,0.6859407446404024,1.5222334436452427,11,0.44697163492310027,0.5104097262082249,-0.10707468892842342
Casino Point,33.349167,2024-11-16,2024,Nov,16,Nov-16,739206,321,290,0.7923875432525952,1.8557141522393867,10,1.1372514530976254,1.4169432530430446,-0.4840915537140919
Caspar North,39.364647,2014-09-06,2014,Sep,6,Sep-06,735482,249,957,0.7460312255435615,1.523060944015514,10,0.8366427830707275,0.5126592021442742,-0.4840915537140919
Caspar North,39.364647,2015-08-08,2015,Aug,8,Aug-08,735818,220,921,0.744693858282585,1.4890128785421926,8,0.8279703040316666,0.4201029850078956,-1.2381252832854288
Caspar North,39.364647,2016-07-10,2016,Jul,10,Jul-10,736155,192,643,0.6469334263552371,1.2334925936412025,10,0.1940193157889523,-0.2745030269129992,-0.4840915537140919
Caspar North,39.364647,2017-06-07,2017,Jun,7,Jun-07,736487,158,1229,0.6156206020095255,1.1424607141383283,8,-0.00903621033010969,-0.5219639703901715,-1.2381252832854288
Caspar North,39.364647,2018-08-18,2018,Aug,18,Aug-18,736924,230,1581,0.46647851463982903,0.8988208290500495,8,-0.9761838774646572,-1.1842743188292777,-1.2381252832854288
Caspar North,39.364647,2019-08-10,2019,Aug,10,Aug-10,737281,222,1407,0.5012875067863285,1.0050422111751958,9,-0.7504566119856568,-0.8955222510736293,-0.8611084184997604
Caspar North,39.364647,2020-07-31,2020,Jul,31,Jul-31,737637,213,1703,0.5033399965361465,0.9240800634730703,7,-0.7371467495024169,-1.1156096486503604,-1.6151421480710975
Caspar North,39.364647,2020-10-10,2020,Oct,10,Oct-10,737708,284,1629,0.5653345459975294,1.0762008567396797,13,-0.3351282117169761,-0.702084681025557,0.6469590406429135
Caspar North,39.364647,2021-08-01,2021,Aug,1,Aug-01,738003,213,1353,0.6027445037763988,1.1228902718415437,8,-0.09253436023259044,-0.5751642354124374,-1.2381252832854288
Caspar North,39.364647,2022-04-29,2022,Apr,29,Apr-29,738274,119,5246,0.2558023962694169,0.5734528430010244,13,-2.3423637398789063,-2.068754231192474,0.6469590406429135
Caspar North,39.364647,2022-07-10,2022,Jul,10,Jul-10,738346,191,6812,0.32267700525547904,0.6486658644924882,10,-1.908699284646489,-1.8642952508694453,-0.4840915537140919
Caspar North,39.364647,2022-10-06,2022,Oct,6,Oct-06,738434,279,5580,0.330914508515998,0.6713765831586215,12,-1.8552812173394673,-1.802558462627162,0.26994217585724506
Caspar North,39.364647,2023-04-06,2023,Apr,6,Apr-06,738616,96,4586,0.4202978007600773,0.8032242260184927,12,-1.2756538023068444,-1.4441440008416635,0.26994217585724506
Caspar North,39.364647,2023-07-20,2023,Jul,20,Jul-20,738721,201,6111,0.30383770405705035,0.623367063620705,10,-2.0308672556454486,-1.933067478431493,-0.4840915537140919
Caspar North,39.364647,2023-11-01,2023,Nov,1,Nov-01,738825,305,4319,0.45581588982662324,0.8793114754183692,12,-1.0453282276309555,-1.2373085205033514,0.26994217585724506
Caspar North,39.364647,2024-04-19,2024,Apr,19,Apr-19,738995,110,4915,0.4191622250625302,0.8029775542443037,10,-1.2830177155127453,-1.444814553073512,-0.4840915537140919
Caspar North,39.364647,2024-08-05,2024,Aug,5,Aug-05,739103,218,7147,0.3118236594899224,0.6351457193097075,12,-1.9790804106109061,-1.9010483960439728,0.26994217585724506
Caspar North,39.364647,2024-10-26,2024,Oct,26,Oct-26,739185,300,7351,0.27532010546022245,0.5808525437064005,12,-2.2157964694014147,-2.048638894367606,0.26994217585724506
Caspar South,39.361729,2008-10-11,2008,Oct,11,Oct-11,733326,285,219,0.6891206903774454,1.3877984876669407,9,0.4675927564015196,0.14496191578866321,-0.8611084184997604
Caspar South,39.361729,2010-08-07,2010,Aug,7,Aug-07,733991,219,227,0.64874663755799,1.3267304427944067,10,0.20577751909488923,-0.02104537839212355,-0.4840915537140919
Caspar South,39.361729,2014-07-06,2014,Jul,6,Jul-06,735420,187,654,0.6797045862193312,1.3824495689374963,8,0.4065317686506773,0.13042142203417315,-1.2381252832854288
Caspar South,39.361729,2015-07-18,2015,Jul,18,Jul-18,735797,199,920,0.7281142073141884,1.4231405296091222,10,0.7204555773788067,0.24103567688403746,-0.4840915537140919
Caspar South,39.361729,2016-07-09,2016,Jul,9,Jul-09,736154,191,678,0.6795423153509976,1.3546696389833341,10,0.4054794842518164,0.05490449638430045,-0.4840915537140919
Caspar South,39.361729,2017-08-21,2017,Aug,21,Aug-21,736562,233,1129,0.5736781435903234,1.0167609810919518,7,-0.28102215024435273,-0.8636659620919128,-1.6151421480710975
Caspar South,39.361729,2018-06-02,2018,Jun,2,Jun-02,736847,153,881,0.6772133938706015,1.2890589098920906,10,0.3903770338541544,-0.12345162469998033,-0.4840915537140919
Caspar South,39.361729,2019-07-12,2019,Jul,12,Jul-12,737252,193,729,0.6292339347894904,1.175075280555181,7,0.07924271396463291,-0.43330457523445093,-1.6151421480710975
Caspar South,39.361729,2020-07-29,2020,Jul,29,Jul-29,737635,211,992,0.506984229029003,0.8884840057233307,11,-0.7135148491038027,-1.2123739259883928,-0.10707468892842342
Caspar South,39.361729,2020-10-20,2020,Oct,20,Oct-20,737718,294,1347,0.5232132160952025,0.8963137164553945,8,-0.6082740867016745,-1.1910896504632602,-1.2381252832854288
Caspar South,39.361729,2021-07-31,2021,Jul,31,Jul-31,738002,212,921,0.5545106925364679,1.0117242570581924,10,-0.4053180877532615,-0.8773577861895236,-0.4840915537140919
Caspar South,39.361729,2022-04-18,2022,Apr,18,Apr-18,738263,108,5052,0.1689968183593067,0.3556350093920256,9,-2.9052753475321027,-2.6608699482950167,-0.8611084184997604
Caspar South,39.361729,2022-07-10,2022,Jul,10,Jul-10,738346,191,2643,0.48739690032918004,0.857917745734348,12,-0.8405335839996939,-1.2954652076003845,0.26994217585724506
Caspar South,39.361729,2022-10-13,2022,Oct,13,Oct-13,738441,286,6297,0.24515329600691238,0.4767905215208625,6,-2.4114203868496116,-2.3315209608568805,-1.9921590128567659
Caspar South,39.361729,2023-03-27,2023,Mar,27,Mar-27,738606,86,4586,0.2259797848556201,0.453872822985449,10,-2.5357556225150764,-2.3938204029080556,-0.4840915537140919
Caspar South,39.361729,2023-07-15,2023,Jul,15,Jul-15,738716,196,4376,0.19404199529903365,0.42444760407872156,11,-2.742863885567071,-2.473809879918153,-0.10707468892842342
Caspar South,39.361729,2023-10-30,2023,Oct,30,Oct-30,738823,303,3991,0.31551642825429904,0.5892726821825632,9,-1.9551337651084788,-2.0257496008267224,-0.8611084184997604
Caspar South,39.361729,2024-04-02,2024,Apr,2,Apr-02,738978,93,3285,0.40528682955225925,0.7127718271523756,9,-1.3729960484903647,-1.690029684905521,-0.8611084184997604
Caspar South,39.361729,2024-06-30,2024,Jun,30,Jun-30,739067,182,9488,0.14938083817902226,0.3489486787105333,16,-3.03247987983084,-2.6790460609698092,1.778009634999919
Caspar South,39.361729,2024-10-20,2024,Oct,20,Oct-20,739179,294,4898,0.19070692108809384,0.40127855425558817,10,-2.7644909748730937,-2.5367925949847048,-0.4840915537140919
